mOBJECTID,STATEFP,CD119FP,GEOID,GEOIDFQ,NAMELSAD,LSAD,CDSESSN,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OFFICE_ID,BIOGUIDE_ID,OFFICE_AUDIT_ID,PREFIX,FIRSTNAME,MIDDLENAME,LASTNAME,SUFFIX,LISTING_NAME,PHONE,WEBSITEURL,VACANT,CONTACTFORMURL,PHOTOURL,FACE_BOOK_URL,TWITTER_URL,YOUTUBE_URL,INSTAGRAM_URL,FLICKR_URL,PARTY,DISTRICT,STATE,VACANCY,ROOM_NUM,HOB,COMMITTEE_ASSIGNMENTS,LAST_UPDATED,Shape__Area,Shape__Length
96,12,01,1201,5001900US1201,Congressional District 1,C2,119,G5200,N,8281853420,3155722215,+30.6154042,-086.8170127,FL01,P000622,00011063,Mr. ,Jimmy,,Patronis,,"Patronis, Jimmy",54136,https://patronis.house.gov/,N,,https://ziplook.house.gov/zip/pictures/fl01_patronis.jpg,,,,,,R,01,,,2021,RHOB,Armed Services;the Judiciary,,15491165368.4355,637723.561173862
97,12,08,1208,5001900US1208,Congressional District 8,C2,119,G5200,N,4247633118,1706405327,+28.1490558,-080.6817876,FL08,H001099,00010983,Mr. ,Mike,,Haridopolos,,"Haridopolos, Mike",53671,https://haridopolos.house.gov/,N,https://haridopolos.house.gov/contact,https://ziplook.house.gov/zip/pictures/fl08_haridopolos.jpg,,https://x.com/repharidopolos,,,,R,08,,,1039,LHOB,"Financial Services;Science, Space, and Technology",,7687801367.47461,462935.615585911
98,12,14,1214,5001900US1214,Congressional District 14,C2,119,G5200,N,696989824,659788313,+27.8632239,-082.5417311,FL14,C001066,00010011,Ms. ,Kathy,,Castor,,"Castor, Kathy",53376,https://castor.house.gov/,N,https://castor.house.gov/contact/contactform.htm,https://ziplook.house.gov/zip/pictures/fl14_castor.jpg,https://www.facebook.com/USRepKathyCastor,https://twitter.com/USRepKCastor,,,,D,14,,,2052,RHOB,Energy and Commerce;Sel Comm Strategic Comp Us Chi,,1743208187.34766,215137.601965594
99,12,16,1216,5001900US1216,Congressional District 16,C2,119,G5200,N,2990085588,894626437,+27.5783131,-082.3832187,FL16,B001260,00010013,Mr. ,Vern,,Buchanan,,"Buchanan, Vern",55015,https://buchanan.house.gov/,N,https://buchanan.house.gov/constituent-validation,https://ziplook.house.gov/zip/pictures/fl16_buchanan.jpg,https://www.facebook.com/CongressmanBuchanan/,https://twitter.com/VernBuchanan,,,,R,16,,,2110,RHOB,Joint Taxation;Ways and Means,,4962994011.19141,372201.052842173
100,12,05,1205,5001900US1205,Congressional District 5,C2,119,G5200,N,1533326560,613844919,+30.1016127,-081.4596712,FL05,R000609,00010779,Mr. ,John,H.,Rutherford,,"Rutherford, John",52501,https://rutherford.house.gov,N,https://rutherford.house.gov/zip_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/fl05_rutherford.jpg,http://www.facebook.com/RepRutherfordFL/?notif_t=page_fan&notif_id=1486511112160836,http://twitter.com/RepRutherfordFL,http://www.youtube.com/reprutherfordfl,https://instagram.com/reprutherfordfl/,,R,05,,,1711,LHOB,Appropriations;Ethics,,2878448405.64063,262630.624566147
101,12,12,1212,5001900US1212,Congressional District 12,C2,119,G5200,N,4275209327,2298499980,+28.5793920,-082.5684363,FL12,B001257,00010009,Mr. ,Gus,M.,Bilirakis,,"Bilirakis, Gus",55755,https://bilirakis.house.gov/,N,https://bilirakis.house.gov/zip_authentication?form=/contact/email,https://ziplook.house.gov/zip/pictures/fl12_bilirakis.jpg,https://www.facebook.com/GusBilirakis,https://twitter.com/repgusbilirakis,https://www.youtube.com/user/RepGusBilirakis,http://instagram.com/gusbilirakis/,https://www.flickr.com/photos/fl09/,R,12,,,2306,RHOB,Energy and Commerce,,8557216901.37891,531492.659218582
102,12,24,1224,5001900US1224,Congressional District 24,C2,119,G5200,N,257981757,215537480,+25.8813712,-080.1610703,FL24,W000808,00010018,Ms. ,Frederica,S.,Wilson,,"Wilson, Frederica",54506,https://wilson.house.gov/,N,https://wilson.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl24_wilson.jpg,http://www.facebook.com/RepWilson,http://twitter.com/RepWilson,http://www.youtube.com/repfredericawilson,https://www.instagram.com/repwilson/,,D,24,,,2080,RHOB,Education and Workforce;Transportation,,587425300.798828,123538.660484896
103,12,06,1206,5001900US1206,Congressional District 6,C2,119,G5200,N,8832152725,1341887964,+29.2726229,-081.6406977,FL06,F000484,00011064,Mr. ,Randy,,Fine,,"Fine, Randy",52706,https://fine.house.gov/,N,https://fine.house.gov/contact,https://ziplook.house.gov/zip/pictures/no-photo.jpg,,,,,,R,06,,,244,CHOB,Armed Services;Foreign Affairs;Intelligence (Permanent),,13435476590.6406,593186.062120911
104,12,17,1217,5001900US1217,Congressional District 17,C2,119,G5200,N,3764952550,1800182424,+26.9976136,-082.1646445,FL17,S001214,00010439,Mr. ,W.,Gregory,Steube,,"Steube, W.",55792,https://steube.house.gov/,N,https://steube.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl17_steube.jpg,http://www.facebook.com/RepGregSteube/,http://twitter.com/RepGregSteube,http://www.youtube.com/HouseConference,http://instagram.com/repgregsteube/,,R,17,,,2457,RHOB,Ways and Means,,7038279617.39453,474039.681501463
105,12,18,1218,5001900US1218,Congressional District 18,C2,119,G5200,N,16704380065,1646543410,+27.2688364,-081.3797669,FL18,F000472,00010947,Mr. ,Scott,,Franklin,,"Franklin, Scott",51252,https://franklin.house.gov,N,https://franklin.house.gov/contact,https://ziplook.house.gov/zip/pictures/fl15_franklin.jpg,https://www.facebook.com/RepFranklin,https://twitter.com/RepFranklin,,,,R,18,,,249,CHOB,"Appropriations;Science, Space, and Technology;Veterans' Affairs",,23320561441.4238,834422.967735597
106,12,25,1225,5001900US1225,Congressional District 25,C2,119,G5200,N,514783025,98134387,+26.0482774,-080.2756449,FL25,W000797,00010788,Ms. ,Debbie,,Wasserman Schultz,,"Wasserman Schultz, Debbie",57931,https://wassermanschultz.house.gov/,N,https://wassermanschultz.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl25_wassermanschultz.jpg,https://www.facebook.com/RepDWS,https://twitter.com/RepDWStweets,https://www.youtube.com/user/RepWassermanSchultz,https://www.instagram.com/RepDWS/,,D,25,,,270,CHOB,Appropriations,,762472490.164063,158477.947573711
107,12,15,1215,5001900US1215,Congressional District 15,C2,119,G5200,N,1694616875,53284522,+28.1021826,-082.2167871,FL15,L000597,00010783,Ms. ,Laurel,M.,Lee,,"Lee, Laurel",55626,https://laurellee.house.gov,N,https://laurellee.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/fl15_lee.jpg,https://www.facebook.com/RepLaurelLee/,,,https://www.instagram.com/replaurellee,,R,15,,,1118,LHOB,Homeland Security;House Administration;the Judiciary,,2255059637.40039,221487.077562585
108,12,04,1204,5001900US1204,Congressional District 4,C2,119,G5200,N,4615364725,514199539,+30.3307087,-081.7772565,FL04,B001314,00010778,Mr. ,Aaron,,Bean,,"Bean, Aaron",50123,https://bean.house.gov,N,https://bean.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/fl04_bean.jpg,https://www.facebook.com/RepAaronBean/,https://twitter.com/RepAaronBean,,https://www.instagram.com/RepAaronBean,,R,04,,,1239,LHOB,Education and Workforce;Small Business;Transportation,,6908979347.89453,523180.206219228
109,12,28,1228,5001900US1228,Congressional District 28,C2,119,G5200,N,5658150155,11719718475,+25.2157492,-081.1583744,FL28,G000593,00010790,Mr. ,Carlos,A.,Gimenez,,"Gimenez, Carlos",52778,https://gimenez.house.gov,N,https://gimenez.house.gov/contact,https://ziplook.house.gov/zip/pictures/fl28_gimenez.jpg,https://www.facebook.com/RepCarlosGimenez/,https://twitter.com/RepCarlos,,https://www.instagram.com/repcarlosfl,,R,28,,,448,CHOB,Armed Services;Homeland Security;Sel Comm Strategic Comp Us Chi,,21294750076.2344,1052560.68027531
110,12,02,1202,5001900US1202,Congressional District 2,C2,119,G5200,N,25521305518,7730380484,+30.2457471,-084.7776353,FL02,D000628,00010326,Mr. ,Neal,P.,Dunn,,"Dunn, Neal",55235,https://dunn.house.gov,N,https://dunn.house.gov/email,https://ziplook.house.gov/zip/pictures/fl02_dunn.jpg,http://www.facebook.com/drnealdunnfl2,http://twitter.com/drnealdunnfl2,http://www.youtube.com/channel/UCRTGfrYP-RuDzJ2KGok7TRA,http://instagram.com/housegop/,,R,02,,,466,CHOB,Energy and Commerce;Sel Comm Strategic Comp Us Chi,,44719768242.8672,1079007.24708152
111,12,10,1210,5001900US1210,Congressional District 10,C2,119,G5200,N,665073842,40809152,+28.5413937,-081.2935153,FL10,F000476,00010781,Mr. ,Maxwell,,Frost,,"Frost, Maxwell",52176,https://frost.house.gov,N,https://frostforms.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl10_frost.jpg,https://facebook.com/RepMaxwellFrost,https://x.com/RepMaxwellFrost,,https://instagram.com/RepMaxwellFrost,,D,10,,,1224,LHOB,"Oversight and Gov Reform;Science, Space, and Technology",,918053190.876953,175776.723835893
112,12,07,1207,5001900US1207,Congressional District 7,C2,119,G5200,N,2161282923,567051839,+28.8736958,-081.0949565,FL07,M001216,00010780,Mr. ,Cory,,Mills,,"Mills, Cory",54035,https://mills.house.gov,N,https://mills.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/fl07_mills.jpg,https://www.facebook.com/profile.php?id=100089218152197,https://x.com/RepMillsPress,,https://www.instagram.com/repcorymills/,,R,07,,,1237,LHOB,Armed Services;Foreign Affairs,,3569707785.60352,333142.701381235
113,12,22,1222,5001900US1222,Congressional District 22,C2,119,G5200,N,649434322,244992462,+26.5740209,-080.1235873,FL22,F000462,00010786,Ms. ,Lois,,Frankel,,"Frankel, Lois",59890,https://frankel.house.gov,N,https://frankel.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl22_frankel.jpg,https://www.facebook.com/RepLoisFrankel,https://twitter.com/RepLoisFrankel,https://www.youtube.com/user/RepLoisFrankel,https://instagram.com/reploisfrankel/,,D,22,,,2305,RHOB,Appropriations,,1122749167.19336,183213.601469684
114,12,21,1221,5001900US1221,Congressional District 21,C2,119,G5200,N,3901268170,989597788,+27.1383614,-080.3794999,FL21,M001199,00010785,Mr. ,Brian,J.,Mast,,"Mast, Brian",53026,https://mast.house.gov,N,https://mast.house.gov/email,https://ziplook.house.gov/zip/pictures/fl21_mast.jpg,http://www.facebook.com/RepBrianMast,http://www.twitter.com/RepBrianMast,http://www.youtube.com/RepBrianMast,http://www.instagram.com/RepBrianMast,,R,21,,,2182,RHOB,Foreign Affairs;Transportation,,6200227161.27148,396811.706752155
115,12,11,1211,5001900US1211,Congressional District 11,C2,119,G5200,N,4144209436,611409985,+28.5834886,-081.8548626,FL11,W000806,00010332,Mr. ,Daniel,,Webster,,"Webster, Daniel",51002,https://webster.house.gov/,N,https://webster.house.gov/email-me,https://ziplook.house.gov/zip/pictures/fl11_webster.jpg,http://www.facebook.com/RepWebster,http://twitter.com/#!/RepWebster,http://www.youtube.com/repdanwebster,,,R,11,,,2184,RHOB,"Natural Resources;Science, Space, and Technology;Transportation",,6190069418.76758,466930.953799477
116,12,26,1226,5001900US1226,Congressional District 26,C2,119,G5200,N,5958663591,360952933,+26.0228152,-081.0812485,FL26,D000600,00010789,Mr. ,Mario,,Diaz-Balart,,"Diaz-Balart, Mario",54211,https://mariodiazbalart.house.gov/,N,https://mariodiazbalart.house.gov/address_authentication?form=/contact-mario,https://ziplook.house.gov/zip/pictures/fl26_diaz-balart.jpg,https://www.facebook.com/mdiazbalart,https://twitter.com/@MarioDB,https://www.youtube.com/user/MarioDiazBalart,https://www.instagram.com/repmariodb/,,R,26,,,374,CHOB,Appropriations,,7861306665.70117,549888.0894256
117,12,19,1219,5001900US1219,Congressional District 19,C2,119,G5200,N,1759635824,3152983447,+26.4482185,-082.0217322,FL19,D000032,00010632,Mr. ,Byron,,Donalds,,"Donalds, Byron",52536,https://donalds.house.gov,N,https://donalds.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl19_donalds.jpg,https://www.facebook.com/RepDonaldsPress/,https://twitter.com/RepDonaldsPress,https://www.youtube.com/channel/UCjy0W7sksMz37IYY27tAZNQ/featured,,,R,19,,,1719,LHOB,Financial Services;Oversight and Gov Reform,,6147800945.76172,447561.143919377
118,13,11,1311,5001900US1311,Congressional District 11,C2,119,G5200,N,3822632996,69754859,+34.3197307,-084.6977695,GA11,L000583,00010194,Mr. ,Barry,,Loudermilk,,"Loudermilk, Barry",52931,https://loudermilk.house.gov,N,https://loudermilk.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga11_loudermilk.jpg,http://www.facebook.com/#!/reploudermilk,http://twitter.com/reploudermilk,https://www.youtube.com/channel/UC2Kfw8fjca8k3w3KpzL5tNg,https://www.instagram.com/RepLoudermilk/,http://www.flickr.com/photos/republicanconference/,R,11,,,2133,RHOB,Financial Services;House Administration,,5719453877.90234,500887.112674648
119,13,01,1301,5001900US1301,Congressional District 1,C2,119,G5200,N,19062574046,2060620088,+31.4258445,-081.8058269,GA01,C001103,00010192,Mr. ,Earl,L. ""Buddy"",Carter,,"Carter, Earl",55831,https://buddycarter.house.gov/,N,https://buddycarter.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga01_carter.jpg,http://www.facebook.com/#!/CongressmanBuddyCarter,http://twitter.com/@repBuddyCarter,https://www.youtube.com/channel/UCHQm49T6ikD_ioMAt50AwKQ,https://www.instagram.com/repbuddycarter/,,R,01,,,2432,RHOB,Energy and Commerce;the Budget,,29099819918.5605,1132223.08552514
120,13,12,1312,5001900US1312,Congressional District 12,C2,119,G5200,N,24949218411,496485728,+32.7826409,-082.2871072,GA12,A000372,00010195,Mr. ,Rick,W.,Allen,,"Allen, Rick",52823,https://allen.house.gov,N,https://allen.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga12_allen.jpg,https://www.facebook.com/CongressmanRickAllen,https://twitter.com/RepRickAllen,https://www.youtube.com/channel/UCZPoYXHFDAV17BGLMzGAmpg,http://instagram.com/reprickallen,https://www.flickr.com/photos/130008011@N03/,R,12,,,462,CHOB,Education and Workforce;Energy and Commerce,,36099213402.998,1277567.88292114
121,13,02,1302,5001900US1302,Congressional District 2,C2,119,G5200,N,25778630534,431481150,+31.7642483,-084.3980078,GA02,B000490,00007181,Mr. ,Sanford,D.,Bishop,Jr.,"Bishop, Sanford",53631,https://bishop.house.gov/,N,https://bishop.house.gov/Connect,https://ziplook.house.gov/zip/pictures/ga02_bishopsanfordd.jpg,https://www.facebook.com/sanfordbishop/,https://twitter.com/SanfordBishop,https://www.youtube.com/user/RepSanfordBishop,https://www.instagram.com/repsanfordbishop/,,D,02,,,2407,RHOB,Agriculture;Appropriations,,36377504880.6504,1310433.20134117
122,13,13,1313,5001900US1313,Congressional District 13,C2,119,G5200,N,1383581474,23719379,+33.5057271,-084.2562588,GA13,S001157,00009622,Mr. ,David,,Scott,,"Scott, David",52939,https://davidscott.house.gov/,N,https://davidscott.house.gov/contact/contactform.htm,https://ziplook.house.gov/zip/pictures/ga13_scottdavid.jpg,http://www.facebook.com/pages/Congressman-David-Scott/113303673339,https://twitter.com/RepDavidScott,http://www.youtube.com/user/RepDavidScott,http://instagram.com/RepDavidScott,,D,13,,,468,CHOB,Agriculture;Financial Services,,2036999352.125,441912.982962376
123,13,03,1303,5001900US1303,Congressional District 3,C2,119,G5200,N,10790457631,214826364,+33.2056325,-084.7759270,GA03,J000311,00010984,Mr. ,Brian,,Jack,,"Jack, Brian",55901,https://jack.house.gov/,N,https://jack.house.gov/contact,https://ziplook.house.gov/zip/pictures/ga03_jack.jpg,https://www.facebook.com/RepBrianJack,https://x.com/RepBrianJack,https://www.youtube.com/@congressmanbrianjack,https://www.instagram.com/repbrianjack/,,R,03,,,1320,LHOB,the Budget;Ways and Means,,15762832571.6211,849071.915553471
124,13,14,1314,5001900US1314,Congressional District 14,C2,119,G5200,N,7620624518,48301490,+34.4788381,-085.1261091,GA14,G000596,00010886,Ms.,Marjorie,Taylor,Greene,,"Greene, Marjorie",55211,https://greene.house.gov,N,https://greene.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga14_mtgreene.jpg,https://www.facebook.com/RepMTGreene,https://twitter.com/RepMTG,,https://www.instagram.com/repmtg/,,R,14,,,403,CHOB,Homeland Security;Oversight and Gov Reform,,11311757904.7813,697041.248262849
125,13,04,1304,5001900US1304,Congressional District 4,C2,119,G5200,N,697805283,10405445,+33.8321207,-084.1944437,GA04,J000288,00007940,Mr. ,Henry,C. ""Hank"",Johnson,Jr.,"Johnson, Henry",51605,https://hankjohnson.house.gov/,N,https://hankjohnson.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ga04_johnson.jpg,https://www.facebook.com/pages/Congressman-Hank-Johnson/115356957005,https://twitter.com/RepHankJohnson,https://www.youtube.com/user/RepHankJohnson,https://instagram.com/rephankjohnson/,https://www.flickr.com/photos/hankjohnson/,D,04,,,2240,RHOB,the Judiciary;Transportation,,1028939527.49609,255388.422620948
126,13,05,1305,5001900US1305,Congressional District 5,C2,119,G5200,N,583014612,2696160,+33.6936140,-084.3817685,GA05,W000788,00010635,Ms. ,Nikema,,Williams,,"Williams, Nikema",53801,https://nikemawilliams.house.gov,N,https://nikemawilliams.house.gov/contact,https://ziplook.house.gov/zip/pictures/ga05_williams.jpg,https://www.facebook.com/RepNikemaWilliams/,https://twitter.com/RepNikema,,https://www.instagram.com/repnikema/,,D,05,,,1406,LHOB,Financial Services,,848353975.324219,206328.490661938
127,13,06,1306,5001900US1306,Congressional District 6,C2,119,G5200,N,1339898759,15812380,+33.6991333,-084.6004688,GA06,M001208,00010985,Mrs.,Lucy,,McBath,,"McBath, Lucy",54501,https://mcbath.house.gov,N,https://mcbath.house.gov/email-me,https://ziplook.house.gov/zip/pictures/ga07_mcbath.jpg,https://www.facebook.com/RepLucyMcBath,https://twitter.com/RepLucyMcBath,https://www.youtube.com/c/replucymcbath,https://www.instagram.com/replucymcbath,,D,06,,,2246,RHOB,"Armed Services;Foreign Affairs;Science, Space, and Technology",,1964009678.91016,312711.298087961
128,13,07,1307,5001900US1307,Congressional District 7,C2,119,G5200,N,2852726500,148237015,+34.3359745,-084.1374418,GA07,M001218,00010986,Mr. ,Richard,,McCormick,,"McCormick, Richard",54272,https://mccormick.house.gov,N,https://mccormick.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ga06_mccormick.jpg,https://www.facebook.com/profile.php?id=100089135203690,https://x.com/RepMcCormick,,https://www.instagram.com/reprichmccormick/,,R,07,,,1213,LHOB,Education and Workforce;the Judiciary,,4412032697.32422,487816.486777516
129,13,08,1308,5001900US1308,Congressional District 8,C2,119,G5200,N,28303960011,394330515,+31.7321819,-083.2961646,GA08,S001189,00009621,Mr. ,Austin,,Scott,,"Scott, Austin",56531,https://austinscott.house.gov/,N,https://austinscott.house.gov/contact-austin,https://ziplook.house.gov/zip/pictures/ga08_scottaustin.jpg,http://www.facebook.com/RepAustinScott/,https://austinscott.house.gov/%5Bsocialmedia%3Amd-twitter_url%5D,http://www.youtube.com/user/RepAustinScott,,,R,08,,,2185,RHOB,Agriculture;Armed Services;Intelligence (Permanent),,39804545998.7148,1547454.87177595
130,13,09,1309,5001900US1309,Congressional District 9,C2,119,G5200,N,8820246720,148807975,+34.5954240,-083.8219946,GA09,C001116,00010637,Mr. ,Andrew,S.,Clyde,,"Clyde, Andrew",59893,https://clyde.house.gov,N,https://clyde.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga09_clyde.png,https://facebook.com/RepresentativeClyde,https://twitter.com/Rep_Clyde,https://www.youtube.com/channel/UC-o-UOnLuu8pZxZpShG4s7A,https://instagram.com/repclyde,,R,09,,,445,CHOB,Appropriations,,13270081376.582,972191.521337711
131,13,10,1310,5001900US1310,Congressional District 10,C2,119,G5200,N,13480391206,353743310,+33.7181599,-083.3171322,GA10,C001129,00010793,Mr. ,Mike,,Collins,,"Collins, Mike",54101,https://collins.house.gov,N,https://collins.house.gov/contact,https://ziplook.house.gov/zip/pictures/ga10_collins.jpg,https://facebook.com/RepMikeCollinsGA,https://x.com/RepMikeCollins,,https://instagram.com/repmikecollins,,R,10,,,1223,LHOB,"Natural Resources;Science, Space, and Technology;Transportation",,20049723834.918,1042540.44938969
132,15,02,1502,5001900US1502,Congressional District 2,C2,119,G5200,N,16108396523,11401493885,+19.8281671,-155.4950421,HI02,T000487,00010795,Ms. ,Jill,N.,Tokuda,,"Tokuda, Jill",54906,https://tokuda.house.gov,N,https://tokuda.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/hi02_tokuda.jpg,https://www.facebook.com/RepJillTokuda,https://x.com/RepJillTokuda,https://www.youtube.com/channel/UCBXwZrEZWQiSXebInVuYuvw,https://www.instagram.com/repjilltokuda/,,D,02,,,1005,CHOB,Agriculture;Armed Services,,31762080406.6602,2500409.97431317
133,15,01,1501,5001900US1501,Congressional District 1,C2,119,G5200,N,526027395,375881467,+21.3267681,-157.8782650,HI01,C001055,00010446,Mr. ,Ed,,Case,,"Case, Ed",52726,https://case.house.gov/,N,https://case.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/hi01_case.jpg,http://www.facebook.com/RepEdCase,http://twitter.com/repedcase,http://www.youtube.com/channel/UCnY3Re6MbG3OtLbLbHOhDcg,http://instagram.com/hawaiiedcase,,D,01,,,2210,RHOB,Appropriations;Natural Resources,,1044544209.28906,173157.317011483
134,16,01,1601,5001900US1601,Congressional District 1,C2,119,G5200,N,102045008341,1308792415,+45.3105778,-116.0349740,ID01,F000469,00010449,Mr. ,Russ,,Fulcher,,"Fulcher, Russ",56611,https://fulcher.house.gov/,N,https://fulcher.house.gov/email-me,https://ziplook.house.gov/zip/pictures/id01_fulcher.jpg,https://www.facebook.com/RepRussFulcher,https://twitter.com/RepRussFulcher,https://www.youtube.com/channel/UCnLLpKTTkFpmWg5lzk-NOjA,https://www.instagram.com/RepRussFulcher,,R,01,,,1514,LHOB,Energy and Commerce;Natural Resources,,209799336237.328,3760401.04097306
135,16,02,1602,5001900US1602,Congressional District 2,C2,119,G5200,N,112005496181,1082204252,+43.4439256,-113.3642618,ID02,S001148,00005903,Mr. ,Michael,K.,Simpson,,"Simpson, Michael",55531,https://simpson.house.gov,N,https://simpson.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/id02_simpson.jpg,https://www.facebook.com/pages/Mike-Simpson/96007744606,https://twitter.com/CongMikeSimpson,http://www.youtube.com/user/CongMikeSimpson,https://www.instagram.com/congressmanmikesimpson/,,R,02,,,2084,RHOB,Appropriations,,214875732147.629,2924692.12035649
136,17,13,1713,5001900US1713,Congressional District 13,C2,119,G5200,N,5864527565,93091679,+39.1280302,-090.0098538,IL13,B001315,00010801,Ms. ,Nikki,,Budzinski,,"Budzinski, Nikki",52371,https://budzinski.house.gov,N,https://budzinski.house.gov/contact,https://ziplook.house.gov/zip/pictures/il13_budzinski.jpg,https://www.facebook.com/RepNikkiBudzinski,https://twitter.com/RepNikkiB,https://www.youtube.com/channel/UCp0Ykb-qUGx3ekTH9MIEK-w,https://www.instagram.com/repnikki,,D,13,,,1009,LHOB,Agriculture;Veterans' Affairs,,10001458710.2188,1094375.96223369
137,17,03,1703,5001900US1703,Congressional District 3,C2,119,G5200,N,398461669,7711929,+41.9357902,-087.9744325,IL03,R000617,00010800,Mrs.,Delia,C.,Ramirez,,"Ramirez, Delia",55701,https://ramirez.house.gov,N,https://ramirez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/il03_ramirez.jpg,https://www.facebook.com/repdeliaramirez,https://x.com/repdeliaramirez,,https://instagram.com/repdeliaramirez,,D,03,,,1523,LHOB,Homeland Security;Veterans' Affairs,,734269562.476563,340944.0469291
138,17,09,1709,5001900US1709,Congressional District 9,C2,119,G5200,N,434425556,11571696,+42.2433994,-088.0899790,IL09,S001145,00005905,Ms. ,Janice,D.,Schakowsky,,"Schakowsky, Janice",52111,https://schakowsky.house.gov,N,https://schakowsky.house.gov/zip_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/il09_schakowsky.jpg,http://www.facebook.com/janschakowsky,http://twitter.com/janschakowsky,http://www.youtube.com/user/RepSchakowsky,http://instagram.com/JanSchakowsky/,,D,09,,,2408,RHOB,Energy and Commerce;the Budget,,811639626.3125,316745.541631359
139,17,01,1701,5001900US1701,Congressional District 1,C2,119,G5200,N,1583916263,24866851,+41.4175970,-087.9520463,IL01,J000309,00010799,Mr. ,Jonathan,L.,Jackson,,"Jackson, Jonathan",54372,https://jonathanjackson.house.gov,N,https://jonathanjackson.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/il01_jackson.jpg,https://www.facebook.com/repjackson,https://x.com/rep_jackson,,https://www.instagram.com/repjackson,,D,01,,,1641,LHOB,Agriculture;Foreign Affairs,,2862984930.23828,527736.425294962
140,17,08,1708,5001900US1708,Congressional District 8,C2,119,G5200,N,739319045,15208390,+42.0276703,-088.1971781,IL08,K000391,00010339,Mr. ,Raja,,Krishnamoorthi,,"Krishnamoorthi, Raja",53711,https://krishnamoorthi.house.gov,N,https://krishnamoorthi.house.gov/contact/email,https://ziplook.house.gov/zip/pictures/il08_krishnamoorthi.jpg,http://www.facebook.com/congressmanraja,http://twitter.com/congressmanraja,http://www.youtube.com/c/CongressmanRaja,http://instagram.com/congressmanraja/,,D,08,,,2367,RHOB,Intelligence (Permanent);Oversight and Gov Reform;Sel Comm Strategic Comp Us Chi,,1368495704.96094,399831.278731154
141,17,14,1714,5001900US1714,Congressional District 14,C2,119,G5200,N,5115049054,59866484,+41.5690432,-088.7399034,IL14,U000040,00010452,Ms. ,Lauren,,Underwood,,"Underwood, Lauren",52976,https://underwood.house.gov/,N,https://underwood.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/il14_underwood.jpg,http://www.facebook.com/repunderwood/,http://tx.comrepunderwood/,http://www.youtube.com/channel/UC48cu-KUdMVWRCx7ValQySQ?view_as=subscriber,http://instagram.com/repunderwood/,,D,14,,,1410,LHOB,Appropriations,,9252713635.98047,647996.767261621
142,17,16,1716,5001900US1716,Congressional District 16,C2,119,G5200,N,23088267158,280030162,+41.3942218,-089.4494877,IL16,L000585,00010802,Mr. ,Darin,,LaHood,,"LaHood, Darin",56201,https://lahood.house.gov/,N,https://lahood.house.gov/contact,https://ziplook.house.gov/zip/pictures/il16_lahood.jpg,https://www.facebook.com/replahood/,https://twitter.com/RepLaHood,https://www.youtube.com/channel/UCVRbtFwaBGcixZIkygtalRw,,,R,16,,,1424,LHOB,Intelligence (Permanent);Sel Comm Strategic Comp Us Chi;Ways and Means,,41580752389.4063,2309618.09218315
143,17,05,1705,5001900US1705,Congressional District 5,C2,119,G5200,N,401715200,7890245,+42.0819543,-087.9847548,IL05,Q000023,00008440,Mr. ,Mike,,Quigley,,"Quigley, Mike",54061,https://quigley.house.gov/,N,https://quigleyforms.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/il05_quigley.jpg,http://www.facebook.com/repmikequigley,http://twitter.com/RepMikeQuigley,http://www.youtube.com/user/RepMikeQuigley,http://instagram.com/repmikequigley/,,D,05,,,2083,RHOB,Appropriations,,744131685.765625,365700.004293021
